proto,sttl,dttl,dloss,Spkts,Dpkts,swin,dwin,smeansz,ct_state_ttl,ct_srv_src,ct_srv_dst,ct_src_dport_ltm,ct_dst_src_ltm,attack_cat,Label
1,31,29,5,12,18,255,255,132,0,1,3,1,1,0,0
1,31,29,22,56,58,255,255,61,0,11,6,1,1,0,0
1,31,29,8,52,42,255,255,716,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,13,13,12,13,1,1
0,254,0,0,2,0,0,0,57,2,29,29,11,29,1,1
0,31,29,0,2,2,0,0,66,0,3,5,1,1,0,0
1,31,29,197,232,438,255,255,58,0,8,13,1,1,0,0
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
1,31,29,16,44,46,255,255,63,0,4,6,1,2,0,0
0,31,29,0,4,4,0,0,132,0,5,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,13,13,13,13,1,1
0,60,0,0,2,0,0,0,132,0,30,30,22,30,0,0
0,254,0,0,2,0,0,0,57,2,18,18,16,18,1,1
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
1,31,29,16,44,46,255,255,63,0,4,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,254,0,0,2,0,0,0,57,2,41,41,14,41,1,1
1,31,29,197,228,438,255,255,58,0,9,4,2,4,0,0
0,254,0,0,2,0,0,0,57,2,42,42,42,42,1,1
1,31,29,32,122,126,255,255,64,0,6,7,1,1,0,0
1,31,29,6,24,26,255,255,90,0,4,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,38,38,38,38,1,1
0,254,0,0,2,0,0,0,57,2,44,44,4,44,1,1
0,31,29,0,2,2,0,0,73,0,3,2,1,1,0,0
85,254,0,0,2,0,0,0,100,2,6,6,2,7,3,1
0,31,29,0,4,4,0,0,130,0,7,7,1,3,0,0
0,254,0,0,2,0,0,0,57,2,23,23,13,23,1,1
1,31,29,197,216,438,255,255,58,0,8,11,4,8,0,0
0,254,0,0,2,0,0,0,57,2,26,26,26,26,1,1
0,254,0,0,2,0,0,0,57,2,17,17,3,17,1,1
0,254,0,0,2,0,0,0,57,2,43,43,6,43,1,1
1,31,29,4,14,16,255,255,81,0,1,4,1,1,0,0
1,31,29,18,48,50,255,255,62,0,3,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,43,43,41,43,1,1
1,31,29,370,362,746,255,255,53,0,2,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
0,31,29,0,4,4,0,0,142,0,9,15,1,3,0,0
1,31,29,1,14,6,255,255,638,0,3,3,1,5,0,0
0,31,29,0,4,4,0,0,132,0,8,8,1,3,0,0
0,60,0,0,2,0,0,0,132,0,25,25,7,25,0,0
0,254,0,0,2,0,0,0,57,2,32,32,5,32,1,1
0,31,29,0,2,2,0,0,73,0,1,5,1,1,0,0
1,254,252,1,10,6,255,255,55,1,1,36,1,1,8,1
0,254,0,0,2,0,0,0,57,2,36,36,17,36,1,1
1,31,29,8,52,40,255,255,719,0,1,1,1,1,0,0
1,31,29,17,46,48,255,255,62,0,3,6,1,1,0,0
0,254,0,0,2,0,0,0,57,2,31,31,20,31,1,1
12,254,0,0,2,0,0,0,220,2,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,14,14,14,14,1,1
0,60,0,0,2,0,0,0,132,0,35,35,15,35,0,0
0,254,60,0,2,2,0,0,84,0,6,5,1,5,3,1
1,31,29,21,54,56,255,255,61,0,6,14,1,1,0,0
1,31,29,7,26,28,255,255,83,0,3,2,1,2,0,0
0,31,29,0,2,2,0,0,65,0,5,5,1,2,0,0
0,254,0,0,2,0,0,0,57,2,35,35,20,35,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
1,31,29,6,22,24,255,255,87,0,8,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,37,37,8,37,1,1
1,31,29,22,58,58,255,255,60,0,7,9,1,2,0,0
1,62,252,3,8,10,255,255,46,1,1,1,1,2,3,1
1,31,29,32,122,126,255,255,64,0,3,3,1,1,0,0
0,60,0,0,2,0,0,0,132,0,44,44,44,44,0,0
4,254,0,0,2,0,0,0,100,2,12,12,5,17,3,1
10,254,0,0,2,0,0,0,100,2,6,6,2,6,6,1
1,31,29,5,14,18,255,255,120,0,3,1,1,4,0,0
0,254,0,0,2,0,0,0,57,2,13,13,13,14,1,1
0,254,0,0,2,0,0,0,57,2,20,20,20,20,1,1
1,31,29,4,14,14,255,255,81,0,8,9,1,5,0,0
1,31,29,370,346,746,255,255,53,0,1,2,1,2,0,0
1,31,29,382,402,842,255,255,57,0,8,20,2,2,0,0
0,254,0,0,2,0,0,0,57,2,35,35,17,35,1,1
0,31,29,0,2,2,0,0,65,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,26,26,26,26,1,1
1,31,29,33,128,126,255,255,100,0,1,1,1,1,0,0
1,31,29,33,78,80,255,255,58,0,2,10,1,1,0,0
3,254,0,0,2,0,0,0,100,2,3,3,1,3,3,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
70,254,0,0,2,0,0,0,100,2,6,6,2,6,4,1
0,254,0,0,2,0,0,0,57,2,28,28,28,28,1,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,31,29,0,2,2,0,0,73,0,1,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,11,11,3,3,1,1
0,254,0,0,2,0,0,0,57,2,43,43,3,43,1,1
1,31,29,36,86,86,255,255,58,0,1,3,1,1,0,0
0,31,29,0,4,4,0,0,142,0,4,7,1,3,0,0
1,31,29,4,16,18,255,255,96,0,10,6,5,6,0,0
1,31,29,17,62,58,255,255,96,0,2,1,1,1,0,0
1,31,29,18,48,50,255,255,62,0,6,6,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,33,39,1,1
0,254,0,0,2,0,0,0,57,2,39,39,14,39,1,1
1,62,252,25,16,56,255,255,112,1,1,1,1,1,1,1
0,31,29,0,2,2,0,0,73,0,4,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,6,6,4,4,1,1
1,31,29,6,22,24,255,255,87,0,7,6,1,1,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,73,0,3,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,21,21,20,21,1,1
1,31,29,5,24,20,255,255,90,0,4,7,1,3,0,0
1,254,252,1,10,8,255,255,91,1,2,1,1,1,3,1
0,60,0,0,2,0,0,0,132,0,45,45,24,45,0,0
1,254,252,1,10,6,255,255,252,1,17,6,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
1,31,29,24,62,60,255,255,60,0,4,9,1,4,0,0
0,254,0,0,2,0,0,0,57,2,28,28,23,28,1,1
1,62,252,1,260,42,255,255,1272,1,1,1,1,1,4,1
1,31,29,8,52,42,255,255,716,0,25,8,4,7,0,0
0,254,0,0,2,0,0,0,57,2,42,42,18,42,1,1
1,31,29,28,68,70,255,255,59,0,2,12,1,1,0,0
0,254,0,0,2,0,0,0,57,2,28,28,18,28,1,1
0,31,29,0,2,2,0,0,73,0,1,1,2,2,0,0
1,254,252,1,10,6,255,255,99,1,2,1,1,1,3,1
1,254,252,2,12,10,255,255,254,1,2,2,1,2,2,1
1,31,29,32,122,126,255,255,64,0,6,16,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,31,29,0,4,4,0,0,142,0,13,8,1,4,0,0
1,31,29,31,110,114,255,255,87,0,1,1,1,2,0,0
1,31,29,32,122,126,255,255,64,0,3,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
1,31,29,7,28,30,255,255,174,0,9,4,1,1,0,0
1,31,29,7,22,24,255,255,204,0,4,4,1,3,0,0
0,254,0,0,2,0,0,0,57,2,24,24,22,24,1,1
0,254,0,0,2,0,0,0,57,2,28,28,28,29,1,1
1,31,29,24,60,62,255,255,60,0,10,2,1,2,0,0
0,60,0,0,2,0,0,0,132,0,38,38,8,38,0,0
0,254,0,0,2,0,0,0,57,2,48,48,12,48,1,1
0,254,0,0,2,0,0,0,57,2,44,44,44,44,1,1
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
0,254,0,0,2,0,0,0,57,2,22,22,18,22,1,1
0,254,0,0,2,0,0,0,57,2,23,23,11,23,1,1
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,2,0,0
1,31,29,32,122,126,255,255,64,0,3,3,1,2,0,0
1,31,29,18,48,50,255,255,62,0,8,10,1,2,0,0
1,31,29,5,12,18,255,255,132,0,3,1,1,2,0,0
0,60,0,0,2,0,0,0,132,0,37,37,21,37,0,0
0,31,29,0,4,4,0,0,130,0,5,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,4,1,1,1,8,1
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
1,31,29,7,28,30,255,255,158,0,7,9,1,3,0,0
0,60,0,0,2,0,0,0,132,0,14,14,14,14,0,0
1,31,29,24,60,62,255,255,60,0,6,4,1,2,0,0
1,31,29,32,122,126,255,255,64,0,1,3,1,1,0,0
1,62,252,4,10,12,255,255,81,1,1,1,1,1,3,1
1,31,29,22,56,58,255,255,61,0,6,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,39,39,19,40,1,1
1,31,29,8,52,42,255,255,715,0,1,2,1,1,0,0
1,31,29,27,66,68,255,255,59,0,19,18,3,3,0,0
1,31,29,11,34,36,255,255,66,0,14,6,1,2,0,0
1,254,252,1,16,6,255,255,674,1,1,1,1,1,3,1
1,254,252,1,10,6,255,255,59,1,4,3,1,4,2,1
0,31,29,0,4,4,0,0,134,0,5,3,1,2,0,0
1,31,29,30,72,74,255,255,59,0,3,9,1,1,0,0
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
0,60,0,0,2,0,0,0,132,0,55,55,31,55,0,0
0,254,0,0,2,0,0,0,84,2,3,1,2,1,5,1
0,254,0,0,2,0,0,0,57,2,43,43,20,43,1,1
0,31,29,0,4,4,0,0,142,0,12,13,1,3,0,0
1,31,29,7,26,28,255,255,171,0,10,11,2,3,0,0
0,254,0,0,2,0,0,0,57,2,35,35,22,35,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,4,0,0
0,31,29,0,2,2,0,0,73,0,2,2,2,1,0,0
1,31,29,5,14,18,255,255,120,0,1,2,1,1,0,0
1,31,29,1,14,6,255,255,638,0,2,5,1,3,0,0
1,31,29,18,48,50,255,255,62,0,5,8,1,1,0,0
1,31,29,18,48,50,255,255,62,0,8,11,1,1,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,31,29,0,2,2,0,0,73,0,1,1,1,1,0,0
0,254,0,0,2,0,0,0,57,2,38,38,37,38,1,1
0,60,0,0,2,0,0,0,132,0,23,23,17,23,0,0
1,31,29,5,14,18,255,255,120,0,3,3,3,3,0,0
0,254,0,0,2,0,0,0,57,2,29,29,18,29,1,1
0,254,0,0,2,0,0,0,57,2,19,19,17,19,1,1
0,31,29,0,2,2,0,0,73,0,7,24,1,1,0,0
1,31,29,17,46,48,255,255,62,0,9,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,45,45,42,45,1,1
1,254,252,1,10,8,255,255,97,1,1,1,1,1,3,1
0,60,0,0,2,0,0,0,132,0,28,28,19,28,0,0
1,31,29,7,28,28,255,255,155,0,9,9,1,2,0,0
0,254,0,0,2,0,0,0,57,2,51,51,39,51,1,1
0,254,0,0,2,0,0,0,57,2,19,19,5,19,1,1
0,254,0,0,2,0,0,0,57,2,28,28,18,28,1,1
1,31,29,197,214,438,255,255,58,0,5,7,2,1,0,0
0,254,0,0,2,0,0,0,57,2,32,32,15,32,1,1
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
1,31,29,6,22,24,255,255,87,0,4,4,1,2,0,0
0,254,0,0,2,0,0,0,57,2,30,30,16,30,1,1
0,254,0,0,2,0,0,0,57,2,37,37,22,37,1,1
0,254,0,0,2,0,0,0,57,2,31,31,22,31,1,1
0,254,0,0,2,0,0,0,57,2,23,23,23,24,1,1
0,31,29,0,4,4,0,0,134,0,5,4,1,4,0,0
76,254,0,0,2,0,0,0,100,2,6,6,1,7,4,1
1,62,252,13,14,30,255,255,96,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,84,2,1,1,1,1,5,1
0,254,0,0,2,0,0,0,57,2,28,28,28,28,1,1
0,60,0,0,2,0,0,0,132,0,7,7,3,3,0,0
1,31,29,197,222,438,255,255,58,0,7,9,2,6,0,0
1,31,29,18,48,50,255,255,62,0,10,7,1,5,0,0
0,254,0,0,2,0,0,0,57,2,33,33,26,33,1,1
0,254,0,0,2,0,0,0,57,2,7,7,4,4,1,1
1,62,252,9,18,22,255,255,55,1,1,1,1,1,3,1
1,254,60,1,6,2,255,255,43,0,23,23,8,23,0,0
0,254,0,0,2,0,0,0,57,2,33,33,11,33,1,1
0,254,0,0,2,0,0,0,57,2,29,29,12,29,1,1
0,254,0,0,2,0,0,0,57,2,26,26,9,26,1,1
0,31,29,0,4,4,0,0,136,0,6,5,1,3,0,0
1,31,29,5,14,18,255,255,120,0,2,1,2,1,0,0
1,31,29,197,236,438,255,255,57,0,5,10,2,4,0,0
1,31,29,27,66,68,255,255,59,0,7,5,1,1,0,0
1,31,29,1,14,6,255,255,638,0,1,1,1,1,0,0
0,31,29,0,2,2,0,0,66,0,3,4,1,1,0,0
1,254,252,4,30,14,255,255,843,1,4,4,1,4,0,0
0,31,29,0,2,2,0,0,73,0,2,2,1,1,0,0
1,31,29,4,8,12,255,255,53,0,3,3,1,3,0,0
0,31,29,0,2,2,0,0,73,0,3,2,2,1,0,0
0,254,0,0,2,0,0,0,57,2,30,30,30,30,1,1
0,254,0,0,2,0,0,0,532,2,5,5,1,5,2,1
1,62,252,3,12,10,255,255,149,1,1,1,1,2,1,1
1,254,252,1,60,14,255,255,1134,1,2,2,1,2,2,1
1,31,29,5,12,18,255,255,132,0,2,3,1,2,0,0
0,60,0,0,2,0,0,0,132,0,32,32,4,32,0,0
1,31,29,33,80,80,255,255,58,0,7,8,1,9,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,5,0,0
59,254,0,0,2,0,0,0,78,2,1,1,1,63,3,1
0,31,29,0,4,4,0,0,142,0,5,5,1,3,0,0
0,254,0,0,2,0,0,0,57,2,40,40,40,40,1,1
0,31,29,0,2,2,0,0,73,0,2,3,2,3,0,0
1,31,29,27,68,68,255,255,59,0,10,11,4,4,0,0
1,31,29,8,52,42,255,255,720,0,2,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,33,1,1
0,31,29,0,2,2,0,0,73,0,3,3,1,2,0,0
1,254,252,3,12,10,255,255,215,1,1,1,2,2,3,1
1,62,252,2,10,8,255,255,77,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,25,25,25,25,1,1
1,62,252,3,8,10,255,255,46,1,1,1,1,2,3,1
1,31,29,4,16,18,255,255,96,0,10,12,2,1,0,0
0,31,29,0,2,2,0,0,65,0,5,2,2,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,22,33,1,1
0,31,29,0,2,2,0,0,73,0,1,1,1,2,0,0
1,31,29,15,52,54,255,255,56,0,1,1,1,2,0,0
0,254,0,0,2,0,0,0,978,2,4,4,1,4,2,1
0,254,0,0,2,0,0,0,57,2,22,22,22,22,1,1
0,254,0,0,2,0,0,0,57,2,30,30,13,30,1,1
1,31,29,5,14,18,255,255,120,0,2,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,12,12,9,13,1,1
0,254,0,0,2,0,0,0,57,2,27,27,25,27,1,1
1,254,252,6,20,18,255,255,203,1,1,1,1,2,4,1
1,62,252,8,54,26,255,255,893,1,2,1,2,4,3,1
0,254,0,0,2,0,0,0,57,2,36,36,22,36,1,1
0,254,0,0,2,0,0,0,57,2,30,30,30,30,1,1
1,31,29,11,34,36,255,255,66,0,6,5,1,1,0,0
1,31,29,4,16,18,255,255,96,0,19,18,10,7,0,0
0,254,0,0,2,0,0,0,57,2,33,33,33,34,1,1
1,62,252,2,8,8,255,255,46,1,1,1,1,2,3,1
3,254,0,0,2,0,0,0,100,2,6,6,1,6,3,1
0,254,0,0,2,0,0,0,57,2,33,33,16,33,1,1
1,31,29,5,14,18,255,255,120,0,4,10,5,5,0,0
0,60,0,0,2,0,0,0,132,0,31,31,13,31,0,0
1,31,29,4,12,12,255,255,86,0,7,7,1,1,0,0
1,31,29,14,40,42,255,255,64,0,6,5,1,2,0,0
0,254,0,0,2,0,0,0,57,2,22,22,9,22,1,1
0,254,0,0,2,0,0,0,57,2,33,33,22,33,1,1
0,31,29,0,4,4,0,0,130,0,1,2,1,1,0,0
1,31,29,1,14,6,255,255,638,0,3,3,1,4,0,0
1,62,252,8,40,24,255,255,770,1,1,1,1,1,3,1
1,31,29,33,78,80,255,255,58,0,7,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,16,44,46,255,255,63,0,5,6,1,1,0,0
1,31,29,4,16,18,255,255,80,0,1,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,19,19,17,19,1,1
1,254,252,1,10,8,255,255,50,1,8,7,2,7,2,1
0,254,0,0,2,0,0,0,57,2,20,20,18,20,1,1
1,31,29,17,46,50,255,255,62,0,9,4,1,1,0,0
0,31,29,0,4,4,0,0,132,0,8,9,1,4,0,0
0,254,0,0,2,0,0,0,57,2,17,17,9,17,1,1
23,254,0,0,2,0,0,0,100,2,6,6,2,6,3,1
1,31,29,32,122,126,255,255,64,0,1,2,1,1,0,0
0,254,0,0,2,0,0,0,57,2,27,27,17,27,1,1
1,254,252,1,10,6,255,255,49,1,3,1,1,3,4,1
1,62,252,15,14,36,255,255,98,1,1,1,1,1,1,1
0,254,0,0,2,0,0,0,57,2,31,31,16,32,1,1
0,254,0,0,2,0,0,0,57,2,20,20,14,20,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
0,31,29,0,2,2,0,0,73,0,6,3,3,3,0,0
0,31,29,0,2,2,0,0,73,0,3,2,1,1,0,0
1,31,29,8,52,42,255,255,720,0,2,2,2,4,0,0
0,60,0,0,2,0,0,0,132,0,19,19,8,19,0,0
0,31,29,0,2,2,0,0,73,0,1,2,1,2,0,0
22,254,0,0,2,0,0,0,43,2,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,33,33,20,33,1,1
0,254,0,0,2,0,0,0,57,2,35,35,25,35,1,1
1,31,29,13,38,40,255,255,64,0,4,7,1,3,0,0
1,254,252,1,10,6,255,255,161,1,10,9,3,3,2,1
0,254,0,0,2,0,0,0,57,2,35,35,17,35,1,1
0,254,0,0,2,0,0,0,57,2,35,35,22,35,1,1
1,62,252,71,36,146,255,255,50,1,1,1,1,1,3,1
0,254,0,0,2,0,0,0,57,2,17,17,8,17,1,1
0,254,0,0,2,0,0,0,57,2,19,19,19,19,1,1
0,254,0,0,2,0,0,0,57,2,27,27,25,27,1,1
1,31,29,4,16,18,255,255,96,0,9,12,6,6,0,0
0,254,0,0,2,0,0,0,57,2,35,35,22,35,1,1
1,31,29,8,54,42,255,255,701,0,2,2,2,2,0,0
3,254,0,0,2,0,0,0,100,2,4,4,2,5,3,1
1,31,29,21,54,56,255,255,61,0,2,5,1,1,0,0
0,254,0,0,2,0,0,0,57,2,16,16,16,16,1,1
1,254,252,1,10,8,255,255,53,1,7,2,2,1,0,0
0,31,29,0,4,4,0,0,134,0,2,6,1,2,0,0
0,254,0,0,2,0,0,0,57,2,32,32,15,32,1,1
0,254,0,0,2,0,0,0,57,2,10,10,4,4,1,1
0,254,0,0,2,0,0,0,52,2,4,6,1,4,2,1
1,254,252,1,10,8,255,255,98,1,1,5,1,1,8,1
1,31,29,4,10,12,255,255,53,0,1,1,1,4,0,0
1,254,252,2,12,8,255,255,189,1,2,1,1,1,3,1
0,254,0,0,2,0,0,0,84,2,9,4,1,2,0,0
1,31,29,13,38,38,255,255,64,0,7,9,1,2,0,0
0,31,29,0,2,2,0,0,73,0,6,3,3,4,0,0
127,254,0,0,2,0,0,0,100,2,4,4,2,4,3,1
0,254,0,0,2,0,0,0,57,2,22,22,9,22,1,1
1,31,29,16,44,46,255,255,63,0,6,2,1,2,0,0
1,31,29,4,16,18,255,255,96,0,29,36,22,29,0,0
1,31,29,14,40,42,255,255,64,0,6,13,1,3,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,2,0,0
1,31,29,4,8,12,255,255,53,0,4,6,1,2,0,0
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
3,254,0,0,2,0,0,0,100,2,2,2,1,2,4,1
0,60,0,0,2,0,0,0,132,0,42,42,34,42,0,0
0,31,29,0,4,4,0,0,130,0,4,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
0,31,29,0,4,4,0,0,132,0,15,6,1,3,0,0
0,254,0,0,2,0,0,0,57,2,31,31,16,31,1,1
1,62,252,9,12,24,255,255,73,1,3,1,1,1,3,1
1,31,29,18,48,50,255,255,62,0,7,8,1,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,12,33,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,19,1,1
1,31,29,1,14,6,255,255,638,0,2,2,1,2,0,0
0,254,0,0,2,0,0,0,57,2,41,41,41,41,1,1
1,31,29,7,26,26,255,255,83,0,1,10,1,1,0,0
0,31,29,0,4,4,0,0,134,0,6,4,1,3,0,0
1,31,29,5,12,18,255,255,132,0,1,1,1,1,0,0
1,31,29,2,8,10,255,255,129,0,1,4,1,1,0,0
0,31,29,0,2,2,0,0,73,0,2,1,2,1,0,0
0,254,0,0,2,0,0,0,57,2,43,43,23,43,1,1
0,60,0,0,2,0,0,0,132,0,20,20,17,20,0,0
1,31,29,7,18,18,255,255,212,0,8,9,1,3,0,0
1,31,29,39,92,92,255,255,57,0,3,2,1,2,0,0
0,31,29,0,2,2,0,0,73,0,3,1,2,4,0,0
0,254,0,0,2,0,0,0,57,2,33,33,9,33,1,1
1,31,29,2,6,8,255,255,53,0,3,3,1,3,0,0
0,254,0,0,2,0,0,0,57,2,51,51,41,51,1,1
0,31,29,0,2,2,0,0,65,0,3,3,2,1,0,0
0,31,29,0,2,2,0,0,65,0,2,3,1,5,0,0
0,60,0,0,2,0,0,0,132,0,26,26,18,26,0,0
0,31,29,0,2,2,0,0,73,0,3,2,3,1,0,0
0,31,29,0,4,4,0,0,132,0,12,9,1,3,0,0
1,31,29,2,6,8,255,255,53,0,2,2,1,2,0,0
0,31,29,0,2,2,0,0,73,0,4,3,2,2,0,0
0,254,0,0,2,0,0,0,57,2,30,30,18,30,1,1
0,31,29,0,2,2,0,0,65,0,3,2,1,1,0,0
1,31,29,13,44,48,255,255,56,0,35,17,35,17,0,0
0,254,0,0,2,0,0,0,57,2,25,25,20,25,1,1
1,31,29,15,52,54,255,255,56,0,1,1,1,4,0,0
1,31,29,33,78,80,255,255,58,0,6,4,1,1,0,0
0,254,0,0,2,0,0,0,57,2,43,43,18,43,1,1
1,31,29,8,52,42,255,255,716,0,1,2,1,6,0,0
1,31,29,20,52,54,255,255,61,0,6,8,1,3,0,0
0,254,0,0,2,0,0,0,57,2,34,34,34,34,1,1
1,31,29,347,402,764,255,255,56,0,6,8,1,1,0,0
94,254,0,0,2,0,0,0,100,2,6,6,2,7,3,1
0,31,29,0,4,4,0,0,142,0,11,10,2,9,0,0
0,254,0,0,2,0,0,0,57,2,37,37,32,37,1,1
1,31,29,16,44,46,255,255,63,0,3,9,1,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,16,33,1,1
0,254,0,0,2,0,0,0,57,2,28,28,23,28,1,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,370,342,746,255,255,53,0,3,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,30,30,30,30,1,1
1,31,29,8,52,42,255,255,717,0,1,2,1,1,0,0
0,31,29,0,2,2,0,0,73,0,4,2,2,2,0,0
0,254,0,0,2,0,0,0,57,2,43,43,43,43,1,1
109,254,0,0,2,0,0,0,90,2,10,10,9,10,3,1
0,31,29,0,2,2,0,0,73,0,2,1,2,2,0,0
0,254,0,0,2,0,0,0,57,2,33,33,2,33,1,1
0,254,0,0,2,0,0,0,57,2,29,29,9,29,1,1
0,254,0,0,2,0,0,0,57,2,30,30,20,30,1,1
0,254,0,0,2,0,0,0,532,2,4,15,1,4,2,1
1,62,252,9,22,22,255,255,53,1,1,1,1,2,3,1
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
1,254,252,1,10,8,255,255,73,1,2,1,1,1,8,1
0,254,0,0,2,0,0,0,57,2,56,56,26,56,1,1
0,254,0,0,2,0,0,0,57,2,28,28,28,28,1,1
1,31,29,390,450,858,255,255,56,0,4,8,1,1,0,0
0,254,0,0,2,0,0,0,57,2,21,21,15,22,1,1
0,60,0,0,2,0,0,0,132,0,29,29,27,29,0,0
1,31,29,11,34,36,255,255,66,0,6,13,1,1,0,0
12,254,0,0,2,0,0,0,100,2,1,1,1,1,4,1
1,31,29,7,18,18,255,255,225,0,3,3,1,4,0,0
0,254,0,0,2,0,0,0,57,2,23,23,7,23,1,1
3,254,0,0,2,0,0,0,100,2,3,3,1,3,4,1
1,31,29,11,36,36,255,255,65,0,4,3,1,2,0,0
0,31,29,0,2,2,0,0,73,0,1,2,1,1,0,0
1,254,252,2,12,8,255,255,88,1,2,2,2,2,2,1
0,254,0,0,2,0,0,0,57,2,18,18,18,18,1,1
1,31,29,27,68,68,255,255,59,0,9,7,1,4,0,0
0,254,0,0,2,0,0,0,57,2,38,38,38,38,1,1
48,254,0,0,2,0,0,0,100,2,14,14,6,6,3,1
1,62,252,9,22,22,255,255,54,1,1,1,1,1,3,1
1,31,29,5,14,18,255,255,120,0,2,2,1,1,0,0
1,62,252,7,10,18,255,255,153,1,1,1,1,1,1,1
3,254,0,0,2,0,0,0,100,2,3,3,1,3,5,1
1,254,252,1,20,12,255,255,59,1,2,3,2,3,2,1
0,254,0,0,2,0,0,0,57,2,5,5,5,5,1,1
0,254,0,0,2,0,0,0,57,2,39,39,39,39,1,1
0,31,29,0,2,2,0,0,66,0,4,3,1,1,0,0
0,254,0,0,2,0,0,0,57,2,24,24,24,24,1,1
1,31,29,16,44,46,255,255,63,0,8,6,1,1,0,0
1,31,29,2,6,8,255,255,53,0,3,1,1,1,0,0
1,31,29,31,106,114,255,255,89,0,1,1,1,2,0,0
0,60,0,0,2,0,0,0,132,0,27,27,18,27,0,0
0,254,0,0,2,0,0,0,57,2,31,31,31,31,1,1
1,31,29,4,10,12,255,255,53,0,3,3,1,4,0,0
0,31,29,0,4,4,0,0,134,0,5,10,1,3,0,0
0,254,0,0,2,0,0,0,57,2,14,14,13,15,1,1
0,31,29,0,2,2,0,0,73,0,2,4,2,2,0,0
0,254,0,0,2,0,0,0,57,2,27,27,10,27,1,1
1,31,29,2,6,8,255,255,53,0,1,1,1,1,0,0
1,62,252,60,34,124,255,255,95,1,1,1,1,1,3,1
1,31,29,17,62,58,255,255,96,0,2,1,1,3,0,0
0,254,0,0,2,0,0,0,57,2,35,35,33,35,1,1
1,31,29,5,14,18,255,255,120,0,2,1,1,3,0,0
1,62,252,8,20,22,255,255,47,1,1,1,1,1,3,1
1,31,29,7,18,20,255,255,237,0,5,9,1,4,0,0
