attack_cat,sttl,ct_state_ttl,dttl,state,ackdat,proto,tcprtt,Label
0,31,0,29,1,0.000125,1,0.000614,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000123,1,0.000594,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000119,1,0.000578,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000162,1,0.000813,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,1,252,1,0.04537,1,0.052043,1
3,62,1,252,1,0.044137,1,0.050168,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000126,1,0.000636,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000144,1,0.000623,0
0,32,0,29,0,0.000135,1,0.001228,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000122,1,0.000624,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000126,1,0.000646,0
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000123,1,0.000582,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00046,1,0.000971,0
0,31,0,29,1,0.000384,1,0.000859,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000125,1,0.000768,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000141,1,0.000667,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00043,1,0.00093,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000141,1,0.000665,0
0,31,0,29,0,0.0,0,0.0,0
0,254,1,252,1,0.029604,1,0.11919,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000118,1,0.000656,0
0,31,0,29,1,0.000127,1,0.000647,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000145,1,0.000752,0
0,31,0,29,1,0.000143,1,0.000734,0
2,254,1,252,1,0.06273,1,0.167351,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000122,1,0.000736,0
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.044618,1,0.051806,1
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.00011,1,0.000595,0
0,31,0,29,1,0.000146,1,0.000747,0
0,31,0,29,1,0.00013,1,0.000634,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000111,1,0.00065,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000136,1,0.000673,0
0,31,0,29,1,0.000125,1,0.000646,0
7,254,2,0,2,0.0,18,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,9.5e-05,1,0.000608,0
0,31,0,29,1,0.000149,1,0.000737,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000128,1,0.000708,0
0,31,0,29,0,0.0,0,0.0,0
2,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000121,1,0.001254,0
0,31,0,29,1,0.000179,1,0.001078,0
0,31,0,29,1,0.000136,1,0.000673,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000124,1,0.000602,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000115,1,0.000661,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000157,1,0.000743,0
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.033761,1,0.045868,1
0,31,0,29,1,0.000154,1,0.000725,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000112,1,0.000567,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000134,1,0.000631,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000137,1,0.000666,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00013,1,0.000616,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,13,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
4,254,1,252,1,0.069463,1,0.116835,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,254,2,0,2,0.0,47,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.045757,1,0.05381,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000128,1,0.000579,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,17,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000118,1,0.000609,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.065451,1,0.124618,1
4,254,1,252,1,0.050991,1,0.121355,1
1,254,2,0,2,0.0,130,0.0,1
0,31,0,29,1,0.000145,1,0.000698,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000123,1,0.000743,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000164,1,0.000773,0
3,254,2,0,2,0.0,3,0.0,1
3,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000141,1,0.000653,0
3,62,1,252,1,0.030117,1,0.117136,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000178,1,0.000689,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
6,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000143,1,0.00083,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000123,1,0.000736,0
3,62,1,252,1,0.081055,1,0.138922,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000129,1,0.000636,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,3,0.0,1
2,254,1,252,1,0.068619,1,0.206221,1
0,31,0,29,1,0.000146,1,0.000657,0
0,31,0,29,1,0.000122,1,0.000615,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000138,1,0.000631,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000139,1,0.000676,0
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,3,0.0,1
2,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000142,1,0.000684,0
0,31,0,29,1,0.000116,1,0.000632,0
0,31,0,29,1,0.000149,1,0.000714,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,62,1,252,1,0.064754,1,0.185498,1
0,31,0,29,1,0.000112,1,0.000579,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.029076,1,0.036638,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00012,1,0.000678,0
0,31,0,29,1,0.000134,1,0.000665,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
4,254,2,0,2,0.0,14,0.0,1
1,254,2,0,2,0.0,3,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000398,1,0.000922,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000134,1,0.000801,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000127,1,0.000647,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
2,254,2,0,2,0.0,3,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000139,1,0.000696,0
0,31,0,29,1,0.000161,1,0.000722,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000134,1,0.000665,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00011,1,0.000587,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000145,1,0.000764,0
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.060898,1,0.170088,1
0,31,0,29,1,0.000162,1,0.000704,0
0,31,0,29,1,0.000161,1,0.000719,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.00012,1,0.000709,0
0,31,0,29,1,0.000368,1,0.000872,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000114,1,0.000653,0
0,31,0,29,1,8.2e-05,1,0.000607,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000132,1,0.000662,0
1,254,2,0,2,0.0,0,0.0,1
0,1,0,0,3,0.0,13,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000117,1,0.000571,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000127,1,0.000744,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000119,1,0.000654,0
2,254,1,252,1,0.064577,1,0.138645,1
0,31,0,29,1,0.000687,1,0.001263,0
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
0,254,2,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000128,1,0.000638,0
0,31,0,29,1,0.000153,1,0.001308,0
0,31,0,29,1,0.000339,1,0.000908,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000161,1,0.000747,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000129,1,0.000737,0
0,31,0,29,1,0.000134,1,0.000658,0
0,31,0,29,1,0.00014,1,0.000662,0
4,62,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000191,1,0.000769,0
0,60,0,0,2,0.0,0,0.0,0
4,254,2,0,2,0.0,77,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,3,0.0,1
3,254,2,0,2,0.0,3,0.0,1
3,254,1,252,1,0.030072,1,0.054651,1
0,60,0,0,2,0.0,0,0.0,0
3,62,1,252,1,0.080049,1,0.159071,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
2,254,6,0,3,0.0,0,0.0,1
4,254,2,0,2,0.0,13,0.0,1
0,31,0,29,1,0.000114,1,0.000638,0
0,31,0,29,1,0.000133,1,0.000625,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000134,1,0.000764,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00044,1,0.000907,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000186,1,0.002325,0
0,31,0,29,1,0.000125,1,0.003096,0
0,31,0,29,1,0.000164,1,0.000745,0
0,31,0,29,1,0.00014,1,0.000706,0
0,31,0,29,1,0.000116,1,0.000634,0
0,31,0,29,1,0.000132,1,0.000643,0
0,31,0,29,1,0.00012,1,0.000578,0
0,31,0,29,0,0.0,0,0.0,0
2,254,1,252,1,0.047052,1,0.132681,1
0,31,0,29,1,0.000122,1,0.000609,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00014,1,0.000667,0
4,254,2,0,2,0.0,89,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,32,0.0,1
3,254,2,0,2,0.0,3,0.0,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00014,1,0.000706,0
3,254,1,252,1,0.0205,1,0.085657,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,30,1,0.000117,1,0.000638,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000161,1,0.000787,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000111,1,0.000658,0
0,31,0,29,1,0.000167,1,0.00071,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000138,1,0.000718,0
0,31,0,29,1,0.000156,1,0.000645,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000128,1,0.000602,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000153,1,0.000657,0
0,31,0,29,1,0.000154,1,0.000715,0
0,31,0,29,1,0.000164,1,0.000746,0
3,254,1,252,1,0.04889,1,0.055647,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000125,1,0.000671,0
0,31,0,29,1,0.000139,1,0.000609,0
0,31,0,29,1,0.000174,1,0.000757,0
5,254,1,252,1,0.121495,1,0.232476,1
0,31,0,29,1,0.000141,1,0.000618,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000152,1,0.000696,0
0,31,0,29,1,0.000154,1,0.000699,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.113229,1,0.202107,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.055296,1,0.178983,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000116,1,0.000569,0
0,31,0,29,1,0.000158,1,0.000847,0
0,31,0,29,1,0.000141,1,0.000694,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
5,254,1,252,1,0.076155,1,0.139566,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000153,1,0.000753,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.052841,1,0.122262,1
0,31,0,29,1,0.00017,1,0.000717,0
0,31,0,29,1,0.000219,1,0.000773,0
0,31,0,29,1,0.000126,1,0.000665,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000133,1,0.000677,0
7,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000149,1,0.00076,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000117,1,0.000626,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000134,1,0.00067,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000179,1,0.000878,0
0,31,0,29,1,0.000121,1,0.000586,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000145,1,0.000686,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.000112,1,0.000588,0
0,31,0,29,1,0.000124,1,0.000639,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000127,1,0.000606,0
0,31,0,29,1,0.000135,1,0.000647,0
0,31,0,29,1,0.000138,1,0.000752,0
0,31,0,29,1,0.00017,1,0.000679,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000134,1,0.000609,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000131,1,0.000647,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000124,1,0.000677,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000132,1,0.000699,0
1,62,1,252,1,0.05602,1,0.073358,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000117,1,0.00065,0
0,31,0,29,1,0.026828,1,0.029451,0
2,254,1,252,1,0.038982,1,0.150988,1
0,31,0,29,1,0.000135,1,0.000641,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000153,1,0.000753,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000115,1,0.000613,0
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.044311,1,0.059973,1
0,31,0,29,1,0.000147,1,0.00068,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.05359,1,0.084808,1
0,31,0,29,1,0.000133,1,0.000679,0
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
7,254,2,0,2,0.0,3,0.0,1
3,62,1,252,1,0.057136,1,0.147951,1
0,31,0,29,1,0.000126,1,0.000608,0
0,31,0,29,1,0.00014,1,0.000776,0
0,31,0,29,1,0.000143,1,0.000693,0
1,254,2,0,2,0.0,0,0.0,1
0,254,2,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
5,254,1,252,1,0.01262,1,0.028168,1
3,62,1,252,1,0.096554,1,0.223658,1
1,254,2,0,2,0.0,0,0.0,1
3,254,2,0,2,0.0,6,0.0,1
0,31,0,29,0,0.0,0,0.0,0
2,254,1,252,1,0.112169,1,0.174845,1
1,254,2,0,2,0.0,0,0.0,1
2,254,1,252,1,0.066469,1,0.139785,1
0,31,0,29,1,0.000128,1,0.000638,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,75,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000157,1,0.000686,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000186,1,0.00073,0
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,0.00016,1,0.000782,0
5,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,115,0.0,1
0,31,0,29,1,0.000153,1,0.000754,0
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,0,0.0,0,0.0,0
3,62,1,252,1,0.029138,1,0.052209,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000126,1,0.000646,0
0,31,0,29,1,0.000145,1,0.000743,0
4,62,1,252,1,0.048662,1,0.098992,1
0,31,0,29,1,0.00012,1,0.000584,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.000114,1,0.002222,0
0,31,0,29,1,0.000114,1,0.000639,0
0,31,0,29,1,0.000134,1,0.000643,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000138,1,0.000743,0
0,31,0,29,1,0.000115,1,0.000596,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000159,1,0.001322,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000131,1,0.000653,0
0,31,0,29,1,0.000125,1,0.000671,0
0,31,0,29,1,0.0,1,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000128,1,0.000642,0
2,254,1,252,1,0.066163,1,0.096982,1
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.084782,1,0.217459,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000425,1,0.000913,0
3,254,2,0,2,0.0,3,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.055012,1,0.082198,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000124,1,0.000648,0
0,60,0,0,2,0.0,0,0.0,0
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000175,1,0.000718,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000141,1,0.000674,0
0,31,0,29,1,0.000195,1,0.000668,0
5,254,1,252,1,0.094103,1,0.16956,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000159,1,0.000939,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000143,1,0.000695,0
2,254,1,252,1,0.15913,1,0.234635,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000127,1,0.000646,0
0,31,0,29,1,0.000127,1,0.000674,0
0,31,0,29,1,0.00016,1,0.000768,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000125,1,0.000658,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000129,1,0.000576,0
3,62,1,252,1,0.040109,1,0.107987,1
0,31,0,29,1,0.000138,1,0.00063,0
0,31,0,29,1,0.000127,1,0.000718,0
3,62,1,252,1,0.052831,1,0.092368,1
0,31,0,29,1,0.000153,1,0.000703,0
3,62,1,252,1,0.100369,1,0.175782,1
0,31,0,29,1,0.000144,1,0.001316,0
1,254,2,0,2,0.0,0,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.00013,1,0.000665,0
1,254,2,0,2,0.0,0,0.0,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000123,1,0.00065,0
1,254,2,0,2,0.0,0,0.0,1
3,254,1,252,1,0.062074,1,0.173156,1
2,254,2,0,2,0.0,2,0.0,1
0,31,0,29,1,0.000119,1,0.00057,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000126,1,0.000719,0
4,254,2,0,2,0.0,41,0.0,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
4,254,2,0,2,0.0,3,0.0,1
0,31,0,29,1,9.9e-05,1,0.000635,0
0,31,0,29,0,0.0,0,0.0,0
0,254,1,252,1,0.119491,1,0.250913,0
0,31,0,29,1,0.000297,1,0.000839,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000137,1,0.000696,0
0,31,0,29,0,0.0,0,0.0,0
0,31,0,29,1,0.000124,1,0.000646,0
1,254,2,0,2,0.0,0,0.0,1
1,254,1,252,1,0.074273,1,0.18058,1
1,254,2,0,2,0.0,0,0.0,1
3,62,1,252,1,0.049501,1,0.059733,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000139,1,0.00072,0
0,60,0,0,2,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
5,254,2,0,2,0.0,0,0.0,1
0,31,0,29,0,0.0,0,0.0,0
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000133,1,0.000688,0
4,254,1,252,1,0.06366,1,0.131036,1
0,31,0,29,1,0.000166,1,0.000607,0
0,31,0,29,1,0.00013,1,0.000617,0
5,254,1,252,1,0.046847,1,0.056555,1
1,254,2,0,2,0.0,0,0.0,1
0,31,0,29,1,0.000132,1,0.000654,0
1,254,2,0,2,0.0,0,0.0,1
1,62,1,252,1,0.07402,1,0.211444,1
0,60,0,0,2,0.0,0,0.0,0
0,31,0,29,1,0.000153,1,0.001278,0
0,254,6,0,3,0.0,1,0.0,0
0,31,0,29,1,0.00016,1,0.000677,0
5,254,1,252,1,0.092817,1,0.157064,1
1,254,2,0,2,0.0,0,0.0,1
